1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
1853	-0.891275	106.034029	0.007315	8.1
1854	-1.254806	106.001483	0.014265	15.9
1855	-1.305015	105.968964	0.019305	16.6
1856	-1.667395	105.936472	0.014595	15.9
1857	-1.766203	105.904006	0.024286	22.4
1858	-0.616279	105.871566	0.010409	8.3
1859	-1.370377	105.839153	0.019221	7.9
1860	-1.648781	105.806767	0.029462	8.9
1861	-1.236323	105.774407	0.016152	8.5
1862	-0.686285	105.742073	0.010113	10.7
1863	-0.724504	105.709766	0.007632	8.1
1864	-1.604871	105.677485	0.011541	9.5
1865	-1.238110	105.645230	0.006678	8.3
1866	-0.310443	105.613001	0.001410	9.5
1867	-0.152542	105.580799	0.000734	8.6
1868	-1.341501	105.548623	0.014398	9.5
1869	-1.791897	105.516473	0.013516	8.3
1870	-0.772573	105.484349	0.014501	8.6
1871	-0.897377	105.452251	0.006959	11.7
1872	-0.919462	105.420179	0.013258	8.0
1873	-1.457248	105.388133	0.012542	8.6
1874	-0.770338	105.356113	0.007341	7.7
1875	-1.486595	105.324119	0.009502	11.1
1876	-0.621672	105.292151	0.006890	8.8
1877	-1.549715	105.260209	0.012533	10.5
1878	-1.003496	105.228293	0.003712	8.2
1879	-0.678330	105.196402	0.016756	9.3
1880	-1.407066	105.164537	0.014278	10.0
1881	-1.142408	105.132698	0.009300	8.1
1882	-1.732173	105.100885	0.009837	8.0
1883	-0.791244	105.069097	0.006967	8.8
1884	-0.605881	105.037335	0.005792	11.6
1885	-0.695271	105.005598	0.008910	9.6
1886	-1.108400	104.973887	0.010591	8.0
1887	-0.591096	104.942202	0.009499	8.7
1888	-1.618226	104.910542	0.015392	9.8
1889	-1.642777	104.878907	0.010447	10.6
1890	-0.602999	104.847298	0.008300	8.5
1891	-1.731531	104.815715	0.022113	7.8
1892	-0.083965	104.784156	0.000942	8.8
1893	-0.873411	104.752623	0.011164	10.1
1894	-0.884044	104.721116	0.007178	9.9
1895	-0.849901	104.689633	0.016431	8.4
1896	-0.857226	104.658176	0.005037	8.5
1897	-0.316402	104.626744	0.005792	10.2
1898	-1.101851	104.595337	0.009228	9.3
1899	-0.733592	104.563955	0.008864	8.2
1900	-1.523143	104.532599	0.012650	8.7
1901	-0.864434	104.501267	0.006572	12.1
1902	-1.453786	104.469960	0.005506	8.9
1903	-1.206615	104.438679	0.007203	9.3
1904	-0.948690	104.407422	0.006007	9.1
1905	-0.670062	104.376191	0.005638	8.6
1906	-0.761624	104.344984	0.006249	9.3
1907	-1.679035	104.313802	0.015555	10.5
1908	-1.753878	104.282645	0.017931	7.8
1909	-1.801567	104.251513	0.016351	8.4
1910	-0.909897	104.220405	0.005828	12.8
1911	-0.844951	104.189323	0.005872	10.1
1912	-0.121843	104.158265	0.000966	8.2
1913	-1.583741	104.127231	0.014658	8.5
1914	-0.764215	104.096222	0.006753	9.0
1915	-1.515191	104.065238	0.012910	9.9
1916	-1.217687	104.034279	0.010779	8.0
1917	-1.757229	104.003344	0.014709	8.6
1918	-0.900898	103.972433	0.009704	8.6
1919	-1.151477	103.941547	0.006990	11.9
1920	-0.846799	103.910686	0.012063	8.3
1921	-1.126693	103.879849	0.020044	9.2
1922	-1.295665	103.849036	0.010866	8.4
1923	-0.069851	103.818248	0.000494	7.1
1924	-0.673804	103.787484	0.004217	10.0
1925	-0.564127	103.756744	0.003577	10.4
1926	-1.572265	103.726029	0.015665	8.5
1927	-0.993981	103.695338	0.006152	8.6
1928	-0.560544	103.664671	0.007421	8.8
1929	-1.691256	103.634028	0.012743	8.8
1930	-0.323425	103.603409	0.002522	9.7
1931	-0.237257	103.572814	0.003464	7.8
1932	-0.907054	103.542244	0.006578	8.5
1933	-1.536236	103.511698	0.018382	12.3
1934	-1.500654	103.481175	0.012789	8.7
1935	-1.064784	103.450677	0.014762	8.2
1936	-0.577403	103.420202	0.004664	7.8
1937	-1.597607	103.389752	0.020083	11.8
1938	-1.379363	103.359325	0.010694	7.7
1939	-0.660985	103.328922	0.006847	7.6
1940	-0.702790	103.298543	0.013043	9.0
1941	-1.755704	103.268188	0.011856	8.5
1942	-0.495309	103.237857	0.006410	11.2
1943	-1.268773	103.207549	0.009234	11.3
1944	-0.300884	103.177265	0.002808	8.5
1945	-0.931155	103.147005	0.007510	7.9
1946	-1.380005	103.116768	0.005361	8.9
1947	-1.652290	103.086556	0.014471	10.3
1948	-0.950957	103.056366	0.007857	9.0
1949	-0.986734	103.026200	0.006934	8.0
1950	-1.409963	102.996058	0.016163	8.2
1951	-1.156363	102.965939	0.006038	10.1
1952	-0.940698	102.935844	0.014013	9.8
1953	-0.739818	102.905772	0.005600	7.9
1954	-1.297545	102.875724	0.013479	8.1
1955	-1.073011	102.845699	0.010623	8.9
1956	-1.582407	102.815697	0.017412	10.8
1957	-1.192994	102.785719	0.010312	10.2
1958	-1.007383	102.755764	0.006655	8.5
1959	-0.707272	102.725832	0.014306	8.1
1960	-1.035671	102.695924	0.008421	10.2
1961	-1.660743	102.666038	0.008037	9.5
1962	-0.571783	102.636176	0.008683	8.8
1963	-1.545198	102.606337	0.022139	8.0
1964	-1.798415	102.576521	0.017239	8.9
1965	-0.781038	102.546728	0.007809	11.6
1966	-0.621836	102.516959	0.008154	9.7
1967	-1.623900	102.487212	0.024151	8.4
1968	-1.741455	102.457488	0.014762	8.7
1969	-1.669828	102.427788	0.016280	12.0
1970	-0.767199	102.398110	0.010291	7.9
1971	-1.637788	102.368455	0.015249	9.5
1972	-1.202630	102.338823	0.011070	7.6
1973	-1.534408	102.309214	0.012311	10.8
1974	-1.808475	102.279628	0.011769	8.6
1975	-0.619874	102.250064	0.003377	9.2
1976	-1.370904	102.220524	0.017412	7.8
1977	-1.733647	102.191006	0.009332	7.5
1978	-0.501357	102.161511	0.006068	10.2
1979	-1.245035	102.132038	0.009268	9.1
1980	-1.657152	102.102588	0.021673	8.1
1981	-0.694603	102.073161	0.006122	8.1
1982	-0.742434	102.043757	0.007045	7.9
1983	-1.597069	102.014375	0.016606	9.7
1984	-1.603409	101.985015	0.009988	9.2
1985	-1.323179	101.955678	0.013156	8.3
1986	-0.561924	101.926364	0.005040	8.1
1987	-0.629592	101.897072	0.006342	8.0
1988	-1.021844	101.867802	0.008634	10.2
1989	-1.562563	101.838555	0.007805	8.8
1990	-1.282418	101.809330	0.008327	9.7
1991	-0.865888	101.780128	0.012662	8.4
1992	-0.590446	101.750948	0.006254	8.9
1993	-1.732526	101.721790	0.012364	12.5
1994	-1.463341	101.692654	0.014166	8.2
1995	-0.898438	101.663541	0.007736	8.1
1996	-1.702322	101.634450	0.012033	8.4
1997	-0.744352	101.605381	0.009015	12.4
1998	-0.558138	101.576335	0.009444	7.9
1999	-1.415436	101.547310	0.020637	9.8
